VIN (1-10),City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Electric Utility,Longitude,Latitude
5YJSA1H14E,Ronald,WA,98940.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-121.0551802,47.2555714
WBA8E1C32H,Auburn,WA,98092.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.1820969,47.3198995
5YJSA1H10E,Federal Way,WA,98023.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.36363,47.30675
5YJSA1AC0D,Newcastle,WA,98059.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.15734,47.487175
5YJSA1H1XE,Bellevue,WA,98004.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
5YJSA1DN8D,Bellevue,WA,98004.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
LYVBR0DL2J,Bremerton,WA,98310.0,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,PUGET SOUND ENERGY INC,-122.611365,47.575195
KNDJX3AE6G,Bainbridge Island,WA,98110.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC,-122.5235781,47.6293323
5YJSA1CN3D,Rainier,WA,98576.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.6898776,46.8908492
JF2GTDNCXK,Bothell,WA,98011.0,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,34995,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20578,47.762405
YV4BR0PL9J,Redmond,WA,98052.0,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
WBA8E1C30H,Lake Stevens,WA,98258.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,PUGET SOUND ENERGY INC,-122.112265,48.0047
WP0AH2A71J,Brush Prairie,WA,98606.0,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.5485715,45.7336587
5YJSA1AC8D,Kent,WA,98031.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2012521,47.3931814
LYVBR0DM3K,Kirkland,WA,98034.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJSA1H13E,Redmond,WA,98052.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
2C4RC1H78K,Kirkland,WA,98034.0,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJSA1H13E,Seattle,WA,98103.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34301,47.659185
5YJSA1DNXD,Bainbridge Island,WA,98110.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.5235781,47.6293323
YV4BR0PL6J,Kirkland,WA,98034.0,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJSA1DG8D,Olympia,WA,98512.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.9131017,47.0135926
5YJSA1H12E,Seattle,WA,98178.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.234385,47.494545
YV4BR0PL2J,Kirkland,WA,98033.0,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
5YJSA1CG6D,Olympia,WA,98516.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.7474291,47.0821119
KNDJX3AE3G,Kent,WA,98031.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2012521,47.3931814
KNDJX3AE3G,Bremerton,WA,98312.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC,-122.65223,47.57192
5YJSA1H12E,Bellevue,WA,98004.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
5YJSA1DN7D,Yakima,WA,98902.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PACIFICORP,-120.524012,46.5973939
5YJSA1DP4D,Kirkland,WA,98033.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
WBAJA9C56K,Seattle,WA,98177.0,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
KNDJP3AE0G,Lake Stevens,WA,98258.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC,-122.112265,48.0047
KNDJX3AE0J,Shoreline,WA,98155.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
WBAJB1C58K,Renton,WA,98059.0,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,55700,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.15734,47.487175
5YJSA1H19E,Olympia,WA,98501.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.89692,47.043535
5YJSA1H10E,Burien,WA,98146.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.355145,47.505655
KNDJP3AE2G,Kingston,WA,98346.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC,-122.50156,47.8019
5YJSA1DP1D,Lake Stevens,WA,98258.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.112265,48.0047
5YJSA1AC1D,Kirkland,WA,98034.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
KNDJX3AE1H,Bellevue,WA,98004.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
LYVBR0DM0K,Seattle,WA,98122.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
KNDJP3AE4G,Vancouver,WA,98686.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.6483953,45.7010427
KNDJX3AE4G,Bothell,WA,98011.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20578,47.762405
5YJSA1H11E,Bainbridge Island,WA,98110.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.5235781,47.6293323
5YJSA1H27E,Bellevue,WA,98004.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
YV4BR0PL9J,Bellevue,WA,98004.0,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
5YJSA1H1XE,Renton,WA,98057.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.21024,47.4797047
5YJRE11B88,Kirkland,WA,98033.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
5YJSA1DN0D,Kirkland,WA,98034.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
KNDJX3AE9G,Duvall,WA,98019.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.9810747,47.7377962
WBA8E1C37H,Renton,WA,98055.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.197,47.43876
WBAJB1C54J,Port Orchard,WA,98366.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,PUGET SOUND ENERGY INC,-122.639265,47.5373
KNDJP3AE5G,Kirkland,WA,98033.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
KNDJX3AE8J,Issaquah,WA,98029.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.9993659,47.5484866
5YJSA1DP1D,Bainbridge Island,WA,98110.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.5235781,47.6293323
KNDJX3AE6H,Renton,WA,98055.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.197,47.43876
KNDJX3AE3G,Seattle,WA,98115.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3185,47.67949
WBAJB1C52J,Bellevue,WA,98004.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
5YJSA1H14E,Snohomish,WA,98296.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.15134,47.8851158
5YJSA1H29E,Burien,WA,98168.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.286465,47.476
5YJSA1AC4D,Seattle,WA,98125.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
WMZYU7C49J,Bainbridge Island,WA,98110.0,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36800,PUGET SOUND ENERGY INC,-122.5235781,47.6293323
5YJSA1H14E,Seattle,WA,98119.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.363815,47.63046
KNDJP3AE5J,Seattle,WA,98115.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3185,47.67949
LYVBR0DM6K,Seattle,WA,98122.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
5YJSA1DP3D,Kirkland,WA,98033.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
WBAJB1C5XJ,Vancouver,WA,98684.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.51692,45.6228
KNDJX3AE1G,Kirkland,WA,98034.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJSA1BG7D,Seattle,WA,98125.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
5YJSA1H22E,Kent,WA,98030.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.199755,47.37483
5YJSA1H1XE,Vancouver,WA,98683.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.4853873,45.6083347
5YJSA1H11E,Seattle,WA,98144.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30823,47.581975
5YJSA1CG6D,Snohomish,WA,98296.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.15134,47.8851158
5YJRE1A32A,Kirkland,WA,98034.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJSA1H1XE,Bellevue,WA,98006.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
YV4BR0PK3J,Kirkland,WA,98034.0,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJSA1H18E,Bellevue,WA,98005.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16085,47.624515
WBA8E1C58J,Auburn,WA,98092.0,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.1820969,47.3198995
KNDJX3AE3G,Seattle,WA,98177.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
KNDJX3AEXG,Redmond,WA,98052.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
KNDJX3AE9G,Olympia,WA,98506.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC,-122.8874781,47.0519573
5YJSA1DP5C,Seattle,WA,98122.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
5YJSA1CG9D,Bellevue,WA,98005.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16085,47.624515
5YJSA1CN6D,Seattle,WA,98133.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34584,47.76726
LYVBR0DL3J,Kirkland,WA,98033.0,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
WBAJA9C59J,Seattle,WA,98144.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30823,47.581975
KNDJX3AE9H,Seattle,WA,98125.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
5YJSA1DP9D,Shoreline,WA,98177.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
5YJSA1H16E,Bellevue,WA,98007.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.147385,47.599975
5YJSA1H21E,Redmond,WA,98052.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
5YJSA1CG3D,Seattle,WA,98112.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30764,47.62523
5YJSA1AC3D,Newcastle,WA,98059.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.15734,47.487175
WMZYU7C41J,Seattle,WA,98177.0,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36800,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
WBAJB1C50K,Kent,WA,98031.0,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,55700,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2012521,47.3931814
KNDJX3AE6G,Kent,WA,98030.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.199755,47.37483
5YJSA1H19E,Bainbridge Island,WA,98110.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.5235781,47.6293323
KNDJP3AE1G,Seattle,WA,98125.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
5YJSA1CP8D,Kingston,WA,98346.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.50156,47.8019
5YJSA1H18E,Bellevue,WA,98005.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16085,47.624515
5YJSA1CN2C,Kirkland,WA,98033.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
5YJSA1DP8D,Redmond,WA,98052.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
KNDJX3AE1G,Seattle,WA,98125.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
KNDJP3AE9G,Seattle,WA,98115.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3185,47.67949
LYVBR0DL7K,Quilcene,WA,98376.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,-122.8757079,47.82477
5YJSA1DN0C,Olympia,WA,98502.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,PUGET SOUND ENERGY INC,-122.92145,47.045935
2C4RC1N76K,Redmond,WA,98052.0,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
5YJSA1DN4D,Clyde Hill,WA,98004.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
KNDJX3AE4H,Woodinville,WA,98072.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.151665,47.75855
KNDJP3AE5H,Redmond,WA,98052.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
5YJSA1CG2D,Kirkland,WA,98033.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
5YJSA1H13E,Kirkland,WA,98034.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
KNDJP3AE4G,Vancouver,WA,98685.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.70302,45.703706
5YJSA1DP9C,Seattle,WA,98105.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.319115,47.66132
5YJSA1DN7D,Bellevue,WA,98006.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
KNDJP3AE9H,Kirkland,WA,98034.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJSA1H11E,Lake Forest Park,WA,98155.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.3175,47.7578146
